Date,Open,High,Low,Close,Volume
11/21/06 16:00,12472.48,12623.43,12416.63,12602.3,198375504
11/22/06 16:00,12611.08,12611.08,12517.87,12556.98,174884944
11/23/06 16:00,12557.54,12653.96,12556.98,12644.9,71045296
11/24/06 16:00,12622.22,12663.13,12606.7,12631.08,119628960
11/27/06 16:00,12669.76,12676.85,12518.8,12542.45,180347856
11/28/06 16:00,12484.08,12576.38,12481.54,12530.87,195202256
11/29/06 16:00,12570.47,12668.16,12530.87,12668.16,226276368
11/30/06 16:00,12726.89,12782.55,12668.16,12752.38,233098720
12/1/06 16:00,12757.4,12766.29,12665.91,12754.75,164871968
12/4/06 16:00,12767.36,12852.92,12754.75,12848.67,167445504
12/5/06 16:00,12856.18,12927.35,12831.98,12895.9,186833664
12/6/06 16:00,12879.74,12951.14,12879.74,12889.84,227151312
12/7/06 16:00,12910.77,12940.17,12853.67,12915.72,167331968
12/8/06 16:00,12948.55,12962.84,12879.48,12899.58,165517536
12/11/06 16:00,12885.28,12927.92,12865.11,12878.18,160981344
12/12/06 16:00,12896.94,12897.76,12832.25,12858.48,188801248
12/13/06 16:00,12891.76,12918.36,12855.8,12910.32,186954016
12/14/06 16:00,12909.22,13033.52,12902.09,13021.77,191490752
12/15/06 16:00,13042.77,13042.77,12866.27,12866.27,276049664
12/18/06 16:00,12873.39,12931.05,12764.47,12785.2,175262688
12/19/06 16:00,12751.03,12825.02,12718.18,12781.54,168186368
12/20/06 16:00,12761.09,12859.86,12753.09,12782.99,167280448
12/21/06 16:00,12808.22,12813.9,12696.43,12737.21,156818816
12/22/06 16:00,12750.09,12750.09,12699.52,12718.17,89942272
12/27/06 16:00,12754.9,12860.99,12718.17,12852.59,79763080
12/28/06 16:00,12847.56,12919.2,12847.56,12909.54,96050128
12/29/06 16:00,12873.3,12942.55,12873.3,12908.39,72090088
1/2/07 16:00,12924.53,12989.57,12908.39,12923.66,60857436
1/3/07 16:00,12919.21,12926.44,12672.79,12701.44,199791472
1/4/07 16:00,12679.15,12701.44,12519.4,12553.6,247371664
1/5/07 16:00,12517.64,12553.6,12439.3,12477.97,201713920
1/8/07 16:00,12558.29,12617.28,12477.97,12553.09,172708288
1/9/07 16:00,12496.75,12553.09,12412.76,12467.99,207620816
1/10/07 16:00,12461.21,12474.16,12412.55,12457.55,196377216
1/11/07 16:00,12454.97,12594.09,12453.13,12519.9,213038384
1/12/07 16:00,12565.16,12702.93,12519.9,12678.81,186501536
1/15/07 16:00,12714.67,12776.4,12678.81,12755.36,75247440
1/16/07 16:00,12708.19,12760.22,12679.59,12720.32,186471120
1/17/07 16:00,12705.71,12751.16,12651.37,12730.41,193312512
1/18/07 16:00,12762.44,12795.94,12629.66,12640.68,202792048
1/19/07 16:00,12638.68,12751.6,12637.53,12718.99,184046272
1/22/07 16:00,12779.33,12790.6,12696.18,12705.77,161886880
1/23/07 16:00,12765.52,12910.87,12705.77,12910.87,220488656
1/24/07 16:00,12875.78,13030.13,12875.78,13010.73,196440288
1/25/07 16:00,13038.24,13046.6,12921.8,12927.28,221637504
1/26/07 16:00,12976.2,13006.83,12927.28,12979.26,154448992
1/29/07 16:00,12988.68,13025.04,12926.02,12945.96,216575344
1/30/07 16:00,12951.92,13034.17,12924.36,13014.6,229124016
1/31/07 16:00,12967.02,13074.12,12967.02,13034.12,221977744
2/1/07 16:00,13090.74,13178.91,13034.12,13144.74,220033344
2/2/07 16:00,13177.66,13177.78,13102.45,13111.57,187389696
2/5/07 16:00,13144.93,13176.99,13111.57,13166.69,140378624
2/6/07 16:00,13204.03,13222.35,13158.36,13183.33,174213008
2/7/07 16:00,13210.57,13237.74,13108.23,13142.25,194201120
2/8/07 16:00,13138.94,13185.12,13095.55,13184.3,199769248
2/9/07 16:00,13177.49,13209.29,13069.84,13083.95,201590608
2/12/07 16:00,13100.58,13128.84,13018.64,13040.54,157700800
2/13/07 16:00,13068.13,13171.76,13040.54,13171.76,191164896
2/14/07 16:00,13209.54,13258.75,13171.76,13204.46,195645392
2/15/07 16:00,13218.27,13294.25,13204.46,13288.16,223171536
2/16/07 16:00,13310.1,13325.13,13279.18,13311.95,208040032
2/19/07 16:00,13314.01,13323.78,13281.83,13291.55,86850264
2/20/07 16:00,13220.68,13322.66,13200.68,13319.65,206971552
2/21/07 16:00,13309.46,13331.57,13238.19,13330.28,239685232
2/22/07 16:00,13373.25,13377.76,13248.41,13317.98,198729472
2/23/07 16:00,13364.87,13376.31,13317.98,13343.53,171308048
2/26/07 16:00,13406.15,13433.01,13343.53,13404.46,197053376
2/27/07 16:00,13259.3,13404.46,12947.94,13040.11,249326448
2/28/07 16:00,13048.98,13086.08,12951.68,13045.02,218005072
3/1/07 16:00,12919.95,13045.02,12794.86,12981.13,212759376
3/2/07 16:00,12930.25,13024.89,12857,12863.27,232959728
3/5/07 16:00,12691.47,12863.27,12674.66,12711.25,202800592
3/6/07 16:00,12831.67,12885.99,12711.25,12868.19,213557360
3/7/07 16:00,12891.93,13016.58,12868.19,12989.61,186820832
3/8/07 16:00,13030.56,13102.3,12989.61,13050.97,188968448
3/9/07 16:00,13050.74,13102.43,13026.74,13057.37,152614608
3/12/07 16:00,13032.55,13065.15,13004.05,13065.15,151876464
3/13/07 16:00,13042.17,13095.54,12804.49,12809.6,175190672
3/14/07 16:00,12776.21,12842.5,12661.52,12808.73,199023536
3/15/07 16:00,12859.81,12901.4,12808.73,12874.32,168906992
3/16/07 16:00,12873.54,12932.94,12813.99,12829.68,253309216
3/19/07 16:00,12894.74,13025.73,12829.68,13011.74,155104464
3/20/07 16:00,13012.51,13045.81,12975.15,12977.41,153814144
3/21/07 16:00,12985.03,13155.55,12977.41,13155.55,185137488
3/22/07 16:00,13190.55,13231.57,13135.83,13139.64,229223552
3/23/07 16:00,13152.37,13237.66,13139.64,13237.66,189586528
3/26/07 16:00,13306.15,13308.11,13216.27,13302.88,222152464
3/27/07 16:00,13254.22,13302.88,13203.09,13218.76,176646688
3/28/07 16:00,13216.45,13247.56,13182.48,13197.15,225507456
3/29/07 16:00,13275.25,13299.47,13197.15,13258.02,193218352
3/30/07 16:00,13229.1,13258.02,13143.05,13165.5,202292016
4/2/07 16:00,13185.32,13268.55,13165.5,13265.8,145315472
4/3/07 16:00,13275.08,13383.58,13254.14,13361.23,208472672
4/4/07 16:00,13367.9,13448.31,13322.16,13448.31,222440384
4/5/07 16:00,13445.31,13460.25,13425.02,13425.02,165520432
4/9/07 16:00,13459.4,13519.09,13425.02,13482.33,132136864
4/10/07 16:00,13518.43,13518.43,13429.05,13431.3,225567856
4/11/07 16:00,13447.72,13474.57,13398.21,13400.99,241546144
4/12/07 16:00,13396.54,13502.41,13359.03,13499.65,197813344
4/13/07 16:00,13509.69,13581.27,13491.87,13578.62,203283936
4/16/07 16:00,13599.75,13667.12,13578.62,13659.98,205978544
4/17/07 16:00,13712.2,13712.2,13630.33,13657.95,226247168
4/18/07 16:00,13612.66,13713.14,13612.66,13711.96,183662896
4/19/07 16:00,13582.46,13711.96,13538.98,13574.7,185490976
4/20/07 16:00,13666.14,13673.61,13574.7,13664.71,348114848
4/23/07 16:00,13639.05,13683.96,13605.56,13628.97,169162048
4/24/07 16:00,13607.41,13656.47,13572.07,13590.33,198853888
4/25/07 16:00,13610.01,13675.3,13589.97,13672.85,198452144
4/26/07 16:00,13628.8,13672.85,13597.52,13597.52,198615168
4/27/07 16:00,13524.81,13632.1,13507.35,13632.01,204154368
4/30/07 16:00,13617.04,13632.01,13416.68,13416.68,189737984
5/1/07 16:00,13430.18,13447.5,13305.08,13406.33,222947968
5/2/07 16:00,13385.11,13598.26,13363.36,13578.74,262613248
5/3/07 16:00,13639.87,13687,13578.74,13687,262884400
5/4/07 16:00,13729.5,13808.81,13687,13769.89,258206640
5/7/07 16:00,13844.16,13896.94,13769.89,13865.51,217697760
5/8/07 16:00,13856.94,13915.36,13793.17,13915.36,240391200
5/9/07 16:00,13890.7,13950.89,13847.46,13895.16,258611664
5/10/07 16:00,13875.08,13925.48,13819.91,13853.13,223108096
5/11/07 16:00,13852.21,14009.3,13851.87,14003.82,205220112
5/14/07 16:00,13980.01,14003.82,13893.55,13903.28,168247792
5/15/07 16:00,13913.73,13979.1,13883.62,13934.64,211509280
5/16/07 16:00,13927.54,14026.58,13923.08,14025.03,209769920
5/17/07 16:00,14011.05,14100.71,13946.25,14100.71,211902016
5/18/07 16:00,14112.95,14112.95,14055.36,14105.34,181981520
5/22/07 16:00,14129.2,14161.94,14098.56,14112.19,210447584
5/23/07 16:00,14173.76,14216.21,14112.19,14142.51,264423216
5/24/07 16:00,14145.06,14182.22,13925.44,13946.27,209701024
5/25/07 16:00,13988.89,14076.96,13946.27,14024.07,193966416
5/28/07 16:00,14041.32,14073.74,14024.07,14073.74,59849256
5/29/07 16:00,14073,14084.34,13962.72,13962.72,223904880
5/30/07 16:00,13927.23,14096.52,13895.88,14081.71,227615472
5/31/07 16:00,14085.26,14132.2,14056.78,14056.78,265406864
6/1/07 16:00,14084.53,14151.43,14056.78,14119.37,242379040
6/4/07 16:00,14044.36,14146.74,14009.01,14146.74,258584608
6/5/07 16:00,14133.1,14170.25,14108.63,14141.69,234029152
6/6/07 16:00,14094.62,14141.69,13914.64,13941.59,240053920
6/7/07 16:00,13924.19,13964.5,13700.58,13703.88,254420672
6/8/07 16:00,13650.08,13809.39,13650.08,13798.5,206591088
6/11/07 16:00,13826.29,13893.77,13798.5,13832.82,159244992
6/12/07 16:00,13775.73,13852.07,13721.71,13724.33,199447728
6/13/07 16:00,13773.97,13862.54,13724.33,13859.52,196390144
6/14/07 16:00,13864.36,14003.07,13859.52,14001.99,225142224
6/15/07 16:00,14017.39,14146.11,14001.99,14137.41,309281888
6/18/07 16:00,14155.54,14209.42,14137.41,14176.42,214144784
6/19/07 16:00,14161,14176.42,14080.92,14119.49,217825168
6/20/07 16:00,14139.18,14174.11,13978.16,13978.16,204065488
6/21/07 16:00,14041.81,14107.28,13941.64,14095.73,186210736
6/22/07 16:00,14076.89,14095.73,13913.89,13986.03,159963360
6/25/07 16:00,13931.87,13988.93,13838.83,13841.86,194151824
6/26/07 16:00,13861.54,13882.44,13646.83,13663.88,254975952
6/27/07 16:00,13618.42,13741.92,13535.27,13741.92,231437360
6/28/07 16:00,13784.6,13824.22,13708.96,13715.67,267820848
6/29/07 16:00,13843.73,13906.57,13715.67,13906.57,218875568
7/3/07 16:00,14001.37,14064.74,13906.57,14064.74,210753200
7/4/07 16:00,14050.16,14092.01,14039.8,14060.39,88821944
7/5/07 16:00,14093.16,14093.66,13952.7,14079.41,228641360
7/6/07 16:00,14055.95,14128.44,14034.75,14118.7,198628736
7/9/07 16:00,14159.36,14211.28,14118.7,14177.52,202979328
7/10/07 16:00,14156.82,14207.07,14131.93,14131.93,195335856
7/11/07 16:00,14126.43,14171.74,14087.11,14166.09,207098336
7/12/07 16:00,14210.79,14356,14166.09,14356,293548096
7/13/07 16:00,14369.98,14496.5,14356,14496.5,190352816
7/16/07 16:00,14460.46,14496.5,14309.45,14338.25,232943856
7/17/07 16:00,14370.87,14428.57,14338.25,14382.01,212657872
7/18/07 16:00,14369.21,14583.66,14354.56,14583.66,264110704
7/19/07 16:00,14584.55,14646.82,14558.83,14625.76,211897856
7/20/07 16:00,14607.34,14633.81,14553.43,14582.87,191945712
7/23/07 16:00,14542.59,14582.87,14429.18,14468.33,163201072
7/24/07 16:00,14365.4,14468.33,14065.03,14068.16,228169648
7/25/07 16:00,14116.67,14205.85,13949.87,14105.32,228080160
7/26/07 16:00,14027.25,14105.32,13704.97,13844.6,259855936
7/27/07 16:00,13813.45,13959.07,13729.96,13748.53,208563392
7/30/07 16:00,13838.7,13881.28,13748.53,13864.72,197170464
7/31/07 16:00,13990.67,14029.12,13864.28,13868.63,259323920
8/1/07 16:00,13751.77,13868.63,13527.37,13654.74,236569824
8/2/07 16:00,13768.6,13813.62,13654.74,13813.62,195141920
8/3/07 16:00,13804.89,13813.62,13565.24,13565.24,227232736
8/7/07 16:00,13570.36,13627.94,13450.69,13560.57,238428528
8/8/07 16:00,13684.91,13835.44,13560.57,13758.19,261535216
8/9/07 16:00,13558.27,13758.19,13460.93,13478.01,310048416
8/10/07 16:00,13400.69,13478.01,13228.71,13466.28,286591008
8/13/07 16:00,13596.21,13652.64,13427.45,13427.45,200987552
8/14/07 16:00,13501.08,13525.75,13210.14,13242.62,224308816
8/15/07 16:00,13145.12,13323.13,13043.41,13048.76,253137040
8/16/07 16:00,12834.03,13048.76,12463.78,12848.7,376236992
8/17/07 16:00,13161.72,13245.28,12835.69,13049.58,279423648
8/20/07 16:00,13117.4,13170.99,12968.25,13110.34,180229696
8/21/07 16:00,13148.25,13257.85,13110.34,13238.71,186513584
8/22/07 16:00,13383.7,13470.83,13238.71,13463.14,214544272
8/23/07 16:00,13538.98,13547.48,13358.14,13451.11,178057216
8/24/07 16:00,13493.29,13560.64,13417.97,13520.33,133891368
8/27/07 16:00,13479.95,13526.81,13421.76,13487.43,113339768
8/28/07 16:00,13419.72,13487.43,13252.46,13264.87,149986016
8/29/07 16:00,13311.84,13494.08,13264.87,13490.12,170080112
8/30/07 16:00,13425.68,13501.28,13367.61,13444.63,149589872
8/31/07 16:00,13590.25,13660.48,13444.63,13660.48,155691680
9/4/07 16:00,13673.69,13781.56,13660.48,13755.23,157414848
9/5/07 16:00,13688.04,13785.73,13652.81,13683.28,168668192
9/6/07 16:00,13739.52,13795.69,13669.96,13795.69,229204736
9/7/07 16:00,13661.35,13795.69,13620.26,13651.21,243160784
9/11/07 16:00,13632.64,13727.64,13625.49,13704.28,229447136
9/12/07 16:00,13689.59,13756.87,13685.84,13748.9,139278288
9/13/07 16:00,13787.49,13895.93,13756.72,13843.2,201065792
9/14/07 16:00,13810.57,13905.13,13801.16,13846.41,182685952
9/17/07 16:00,13832.03,13877.4,13769.93,13809.86,136169056
9/18/07 16:00,13808.35,14005.4,13793.17,14005.4,218283888
9/19/07 16:00,14010.94,14070.73,13899.86,13939.78,251773120
9/20/07 16:00,13941.5,13941.5,13814.48,13838.43,331143072
9/21/07 16:00,13962.91,13962.91,13838.43,13940.07,332403040
9/24/07 16:00,13960.67,14040.58,13940.07,13958.28,288130400
9/25/07 16:00,13889.03,13999.01,13874.34,13997.62,223888224
9/26/07 16:00,14061.36,14080.25,13975.58,14034.97,225928784
9/27/07 16:00,14130,14139.55,14034.97,14129.73,195028720
9/28/07 16:00,14138.29,14167.32,14081.15,14098.89,215798192
10/1/07 16:00,14113.13,14214.71,14098.89,14200.58,186569552
10/2/07 16:00,14141.42,14200.58,14061.25,14152.73,233912352
10/3/07 16:00,14145.18,14180.68,14016.88,14020.85,204685680
10/4/07 16:00,14059.3,14125.11,14015.9,14125.11,207789136
10/5/07 16:00,14171.51,14261.7,14125.11,14233.34,188068080
10/9/07 16:00,14284.65,14285.34,14186.17,14262.19,297421568
10/10/07 16:00,14268.16,14306.71,14190.1,14276.19,295092160
10/11/07 16:00,14356.97,14407.92,14161.61,14229.44,337402240
10/12/07 16:00,14267.38,14307.27,14212.07,14295.86,230272912
10/15/07 16:00,14358.19,14360.67,14196.25,14231.28,265735328
10/16/07 16:00,14205.54,14231.28,14117.43,14153.03,242588864
10/17/07 16:00,14250.64,14254.15,14116.95,14219.5,232740128
10/18/07 16:00,14191.86,14335.92,14191.86,14332.03,232320400
10/19/07 16:00,14231.91,14332.03,13992.03,14001.66,233144320
10/22/07 16:00,13874.68,14043.6,13869.13,14043.6,192016816
10/23/07 16:00,14030.4,14102.85,13977.95,14087.49,216362064
10/24/07 16:00,14065.39,14107.69,13933.73,14088.51,207270640
10/25/07 16:00,14153.05,14175.65,14059.55,14124.94,206927424
10/26/07 16:00,14154.55,14296.43,14124.94,14296.43,249226464
10/29/07 16:00,14351.92,14431.37,14296.43,14427.35,252244832
10/30/07 16:00,14356.82,14427.35,14290.7,14312.08,209988256
10/31/07 16:00,14384.43,14625,14312.08,14625,422721600
11/1/07 16:00,14485.67,14625,14345.97,14372.54,265709536
11/2/07 16:00,14427.59,14427.59,14216.72,14363.88,246736416
11/5/07 16:00,14214.08,14363.88,14158.84,14273.37,188249440
11/6/07 16:00,14385.41,14391.71,14273.37,14370.56,259325152
11/7/07 16:00,14342.49,14370.56,14117.23,14118.18,276431840
11/8/07 16:00,14166.15,14214.14,13881.78,14128.59,279329024
11/9/07 16:00,13972.94,14128.59,13840.26,13869.82,236532672
11/12/07 16:00,13819.01,13869.82,13589.98,13604.96,217173056
11/13/07 16:00,13742.89,13753.08,13579.79,13705.14,227886080
11/14/07 16:00,13873.07,13878.06,13705.14,13774.54,226803104
11/15/07 16:00,13692.12,13774.54,13450.75,13524.43,228564768
11/16/07 16:00,13565.07,13576.42,13450.77,13530.36,201214528
11/19/07 16:00,13521.05,13536.84,13310.42,13348.24,202189200
11/20/07 16:00,13393.73,13541.85,13312.55,13459.77,245314736
11/21/07 16:00,13370.5,13459.77,13264.48,13280.58,216490416
11/22/07 16:00,13290.8,13381,13269.14,13381,86181976
11/23/07 16:00,13403.1,13490.83,13381,13467.2,188029120
11/27/07 16:00,13268.68,13374.8,13190.13,13369.12,245634528
11/28/07 16:00,13422.26,13637.89,13369.12,13632.15,265412512
11/29/07 16:00,13638.42,13679.26,13585.89,13663.89,240803968
11/30/07 16:00,13705.25,13785.48,13610.48,13689.12,294043680
12/3/07 16:00,13671.55,13718.15,13635.03,13657.17,198374656
12/4/07 16:00,13664.48,13667.98,13568.45,13579.62,230717600
12/5/07 16:00,13662.37,13769.39,13579.62,13734.54,290440800
12/6/07 16:00,13753.66,13850.8,13706.13,13849.8,244332880
12/10/07 16:00,13915.75,13988.48,13862.97,13940.36,191317760
12/11/07 16:00,13963.37,14027.22,13722.57,13723.71,223172432
12/12/07 16:00,13906.2,13942.04,13723.71,13809.38,201438160
12/13/07 16:00,13677.1,13809.38,13626.41,13747.25,199186576
12/14/07 16:00,13689.28,13747.25,13636.89,13674.23,181766944
12/17/07 16:00,13587.97,13674.23,13376.26,13387.11,208912416
12/19/07 16:00,13368.92,13492.7,13358.07,13389.82,180994912
12/20/07 16:00,13456.73,13468.36,13350.24,13407.01,180319920
12/21/07 16:00,13348.68,13603.31,13348.36,13596.09,307809152
12/27/07 16:00,13686.55,13738.56,13666.38,13675.57,101611592
12/28/07 16:00,13695.31,13822.3,13675.57,13821.34,88693360
12/31/07 16:00,13816.26,13864.91,13788.18,13833.06,82166728
1/2/08 16:00,13907.73,13945.35,13833.06,13926.76,148683776
1/3/08 16:00,13906.78,14037.67,13877.33,13978.2,193893760
1/4/08 16:00,13874.97,13978.2,13769.06,13778.58,169909600
1/7/08 16:00,13781.87,13839.65,13569.65,13618.87,195406336
1/8/08 16:00,13749.03,13771.16,13521.8,13541.75,235676016
1/9/08 16:00,13528.33,13586.61,13414.06,13579.94,246848560
1/10/08 16:00,13501.26,13683.92,13436.97,13642.65,240158480
1/11/08 16:00,13586.98,13679.46,13568.26,13632.57,236679536
1/14/08 16:00,13729.46,13734.38,13632.56,13698.28,208299392
1/15/08 16:00,13580.81,13698.28,13314.55,13316.78,263789632
1/16/08 16:00,13177.7,13316.81,12989.15,13074.86,289472352
1/17/08 16:00,13154.86,13209.28,12766.09,12795.63,262736688
1/18/08 16:00,12897.84,12962.49,12598.43,12737.12,262415472
1/21/08 16:00,12249.06,12737.8,12119.88,12132.13,170828560
1/22/08 16:00,11982.89,12640.89,11982.89,12640.88,332059680
1/23/08 16:00,12415.51,12681.95,12216.79,12657.4,300982528
1/24/08 16:00,12936,12974.12,12657.34,12907.27,292327104
1/25/08 16:00,13171.33,13171.33,12837.93,12894.83,281087392
1/28/08 16:00,12891.49,12989.71,12774.75,12986.9,202346048
1/29/08 16:00,13037.85,13069.16,12972.87,13046.43,200174288
1/30/08 16:00,13033,13135.64,12946.13,12998.21,224484624
1/31/08 16:00,12887.42,13176.62,12817.74,13155.1,288015648
2/1/08 16:00,13202.58,13331.08,13155.1,13318.37,335260352
2/4/08 16:00,13338.23,13351.73,13234.71,13258.16,210055328
2/5/08 16:00,13169.14,13258.16,12931.95,12931.95,206920384
2/6/08 16:00,13064.85,13067.31,12838.26,12867.2,180121824
2/7/08 16:00,12832.25,12980.41,12747.61,12925.37,194629984
2/8/08 16:00,12890.59,13016.45,12890.59,12989.34,202230208
2/11/08 16:00,13051.94,13139.27,12928.68,13130.92,180305536
2/12/08 16:00,13141.82,13219.17,13036.49,13087.38,204573328
2/13/08 16:00,13141.39,13282.3,13087.38,13282.3,206388912
2/14/08 16:00,13350.78,13350.78,13204.5,13208.03,217019936
2/15/08 16:00,13223.8,13227.64,13106.97,13226.76,182057232
2/19/08 16:00,13399.39,13480.62,13226.76,13447.74,240136928
2/20/08 16:00,13339.24,13566.02,13331.87,13551.69,221030384
2/21/08 16:00,13669.94,13669.94,13489.82,13509.55,274898912
2/22/08 16:00,13564.31,13603.41,13395.32,13585.93,219595200
2/25/08 16:00,13559.97,13728.45,13527.43,13697.45,191256672
2/26/08 16:00,13639.82,13846.82,13634.54,13797.01,241199136
2/27/08 16:00,13741.77,13851.68,13732.95,13778.38,259073696
2/28/08 16:00,13773.72,13891.78,13738.27,13873.89,286854464
2/29/08 16:00,13804.13,13873.89,13546.92,13582.69,252219760
3/3/08 16:00,13622.46,13667.6,13449.03,13544.38,220826864
3/4/08 16:00,13525.93,13570.07,13297.49,13476.81,273474496
3/5/08 16:00,13565.89,13650.07,13476.81,13603.32,277049088
3/6/08 16:00,13617.07,13617.07,13347.77,13360.44,223792304
3/7/08 16:00,13215.16,13419.45,13147.65,13281.72,214546928
3/10/08 16:00,13266.91,13281.72,12980.37,13005.09,196905888
3/11/08 16:00,13197.23,13344.53,13005.09,13344.53,252834816
3/12/08 16:00,13349.21,13381.09,13237.37,13297.35,216394768
3/13/08 16:00,13171.36,13454.23,13123.37,13443.5,251918960
3/14/08 16:00,13486.36,13495.63,13160.36,13252.84,251022368
3/17/08 16:00,12922.72,13252.84,12797.84,12952.15,268053040
3/18/08 16:00,13068.31,13140.2,12952.15,13136.7,220571280
3/19/08 16:00,13119.79,13147.04,12695.23,12709.38,275035232
3/20/08 16:00,12617.99,12833.62,12453.9,12775.64,374695008
3/24/08 16:00,12892.57,13113.53,12775.64,13019.72,199119872
3/25/08 16:00,13126.38,13324.07,13019.72,13322.22,280179520
3/26/08 16:00,13329.68,13419.69,13277.67,13391.86,284192992
3/27/08 16:00,13403.23,13454.47,13350.02,13405.78,243022880
3/28/08 16:00,13402.04,13419.44,13224.82,13233.79,245537328
3/31/08 16:00,13281.2,13350.13,13131.08,13350.13,240603328
4/1/08 16:00,13337.71,13440.72,13254.04,13440.72,240400496
4/2/08 16:00,13514.96,13598.26,13440.72,13514.14,249818864
4/3/08 16:00,13475.71,13633.44,13472.14,13551.29,240891472
4/4/08 16:00,13598.49,13721.06,13551.29,13668.19,217658480
4/7/08 16:00,13800.19,13897.39,13668.19,13745.01,221763376
4/8/08 16:00,13626.12,13763.67,13626.12,13727.53,202982832
4/9/08 16:00,13737.33,13767.39,13682.59,13750.55,212498944
4/10/08 16:00,13804.39,13909.58,13704.77,13909.58,218197312
4/11/08 16:00,13787.66,13909.58,13666.51,13683.03,185122608
4/14/08 16:00,13689.61,13775.08,13669.63,13738.6,167636528
4/15/08 16:00,13833.31,13878.22,13738.6,13850.95,191832992
4/16/08 16:00,13929.88,14103.75,13850.95,14099.48,219898240
4/17/08 16:00,14085.72,14172.75,14052.83,14115.5,198433696
4/18/08 16:00,14188.21,14272.16,14096.41,14237.06,243537408
4/21/08 16:00,14286.59,14330.17,14237.06,14321.16,192463536
4/22/08 16:00,14299.59,14372.31,14236.87,14266.34,212224272
4/23/08 16:00,14253.67,14267.88,14069.8,14069.8,215780672
4/24/08 16:00,14058.63,14069.8,13859.36,13966.33,214440144
4/25/08 16:00,14063.44,14114.18,13966.33,14103.87,217542896
4/28/08 16:00,14171.06,14233.93,14082.36,14085.85,190177744
4/29/08 16:00,14008.34,14085.85,13820.17,13825.6,220932976
4/30/08 16:00,13876.88,14039.58,13825.6,13937.04,281018688
5/1/08 16:00,13920.25,14087.93,13846.57,14065.81,220035872
5/2/08 16:00,14203.65,14301.02,14065.81,14280.28,210844800
5/5/08 16:00,14356.92,14365.77,14266.3,14274.34,207439584
5/6/08 16:00,14246.52,14430.84,14226.14,14414.3,226276944
5/7/08 16:00,14416.94,14448.08,14350.75,14371.53,251686016
5/8/08 16:00,14388.21,14609.24,14371.53,14607.99,289040864
5/9/08 16:00,14567.49,14633.99,14510.16,14521.19,261997040
5/12/08 16:00,14611.61,14695.75,14506.84,14666.07,209327760
5/13/08 16:00,14628.44,14666.07,14553.06,14616.7,201092880
5/14/08 16:00,14627.97,14737.18,14613.98,14626.31,235580384
5/15/08 16:00,14687.23,14828.06,14626.31,14828.06,244604672
5/16/08 16:00,15012.31,15012.31,14828.06,14984.2,245978224
5/20/08 16:00,14944.75,15090.74,14914.85,15047.34,273786016
5/21/08 16:00,15017.1,15128.56,14779.31,14790.37,306770240
5/22/08 16:00,14781.05,14878.03,14728.64,14792.36,249169440
5/23/08 16:00,14813.27,14835.69,14616.13,14723.36,200592400
5/26/08 16:00,14750.44,14775.14,14695.12,14758.57,78237216
5/27/08 16:00,14700.9,14758.57,14515.77,14522.13,214062480
5/28/08 16:00,14508.18,14698.11,14464.68,14688.62,216388976
5/29/08 16:00,14590.89,14696.95,14561.63,14577.17,198541408
5/30/08 16:00,14684.5,14804.28,14577.17,14714.73,252813424
6/2/08 16:00,14673.89,14858.89,14647.73,14814.18,205809744
